id,Region,Taxonomy,Dwellings
AREA # 0104,JUTIAPA,MR/LWAL+DNO/HEX:2,29.9
AREA # 0104,JUTIAPA,MR/LWAL+DNO/HEX:3,0.2
AREA # 0104,JUTIAPA,MR/LWAL+DUC/HEX:1,58.4
AREA # 0104,JUTIAPA,MR/LWAL+DUC/HEX:2,58.0
AREA # 0104,JUTIAPA,MR/LWAL+DUC/HEX:3,29.7
AREA # 0104,JUTIAPA,MUR+ADO/LWAL+DNO/HEX:1,59.3
AREA # 0104,JUTIAPA,MUR+ADO/LWAL+DNO/HEX:2,9.5
AREA # 0104,JUTIAPA,MUR+ST/LWAL+DNO/HEX:1,1.0
AREA # 0104,JUTIAPA,MUR/LWAL+DNO/HEX:1,15.0
AREA # 0104,JUTIAPA,MUR/LWAL+DNO/HEX:2,1.4
AREA # 0104,JUTIAPA,UNK/HEX:1,10.0
AREA # 0104,JUTIAPA,W+WLI/LDUAL+DNO/HEX:1,11.9
AREA # 0104,JUTIAPA,W+WLI/LDUAL+DNO/HEX:2,2.1
AREA # 0104,JUTIAPA,W+WS/LPB+DNO/HEX:1,4.5
AREA # 0104,JUTIAPA,W+WS/LPB+DNO/HEX:2,0.5
AREA # 0104,JUTIAPA,W+WWD/LWAL+DNO/HEX:1,8.2
AREA # 0105,LA MASICA,"CR/LDUAL+DUC/HBET:6,10",113.6
AREA # 0105,LA MASICA,CR/LFINF+DNO/HEX:2,245.8
AREA # 0105,LA MASICA,CR/LFINF+DNO/HEX:3,243.1
AREA # 0105,LA MASICA,CR/LFINF+DNO/HEX:4,243.1
AREA # 0105,LA MASICA,CR/LFINF+DNO/HEX:5,145.9
AREA # 0105,LA MASICA,CR/LFINF+DUC/HEX:2,41.0
AREA # 0105,LA MASICA,CR/LFINF+DUC/HEX:3,82.0
AREA # 0105,LA MASICA,CR/LFINF+DUC/HEX:4,41.0
AREA # 0105,LA MASICA,CR/LFINF+DUC/HEX:5,24.6
AREA # 0105,LA MASICA,MCF/LWAL+DNO/HEX:1,243.1
AREA # 0105,LA MASICA,MCF/LWAL+DNO/HEX:2,121.6
AREA # 0105,LA MASICA,MCF/LWAL+DNO/HEX:3,121.6
AREA # 0105,LA MASICA,MCF/LWAL+DUC/HEX:1,102.5
AREA # 0105,LA MASICA,MCF/LWAL+DUC/HEX:2,61.5
AREA # 0105,LA MASICA,MCF/LWAL+DUC/HEX:3,20.5
AREA # 0105,LA MASICA,MR/LWAL+DNO/HEX:1,251.0
AREA # 0105,LA MASICA,MR/LWAL+DNO/HEX:2,127.6
AREA # 0105,LA MASICA,MR/LWAL+DNO/HEX:3,1.0
AREA # 0105,LA MASICA,MR/LWAL+DUC/HEX:1,250.8
AREA # 0105,LA MASICA,MR/LWAL+DUC/HEX:2,249.0
AREA # 0105,LA MASICA,MR/LWAL+DUC/HEX:3,127.0
AREA # 0105,LA MASICA,MUR+ADO/LWAL+DNO/HEX:1,12.2
AREA # 0105,LA MASICA,MUR+ADO/LWAL+DNO/HEX:2,2.0
AREA # 0105,LA MASICA,MUR+ST/LWAL+DNO/HEX:1,20.0
AREA # 0105,LA MASICA,MUR/LWAL+DNO/HEX:1,69.8
AREA # 0105,LA MASICA,MUR/LWAL+DNO/HEX:2,6.1
AREA # 0105,LA MASICA,UNK/HEX:1,8.0
AREA # 0105,LA MASICA,W+WLI/LDUAL+DNO/HEX:1,269.4
AREA # 0105,LA MASICA,W+WLI/LDUAL+DNO/HEX:2,47.6
AREA # 0105,LA MASICA,W+WS/LPB+DNO/HEX:1,102.6
AREA # 0105,LA MASICA,W+WS/LPB+DNO/HEX:2,11.4
AREA # 0105,LA MASICA,W+WWD/LWAL+DNO/HEX:1,1.8
AREA # 0106,SAN FRANCISCO,"CR/LDUAL+DUC/HBET:6,10",86.4
AREA # 0106,SAN FRANCISCO,CR/LFINF+DNO/HEX:2,185.2
AREA # 0106,SAN FRANCISCO,CR/LFINF+DNO/HEX:3,183.2
AREA # 0106,SAN FRANCISCO,CR/LFINF+DNO/HEX:4,183.2
AREA # 0106,SAN FRANCISCO,CR/LFINF+DNO/HEX:5,109.9
AREA # 0106,SAN FRANCISCO,CR/LFINF+DUC/HEX:2,32.8
AREA # 0106,SAN FRANCISCO,CR/LFINF+DUC/HEX:3,65.6
AREA # 0106,SAN FRANCISCO,CR/LFINF+DUC/HEX:4,32.8
AREA # 0106,SAN FRANCISCO,CR/LFINF+DUC/HEX:5,19.7
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DNO/HEX:1,183.2
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DNO/HEX:2,91.6
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DNO/HEX:3,91.6
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DUC/HEX:1,82.0
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DUC/HEX:2,49.2
AREA # 0106,SAN FRANCISCO,MCF/LWAL+DUC/HEX:3,16.4
AREA # 0106,SAN FRANCISCO,MR/LWAL+DNO/HEX:1,187.7
AREA # 0106,SAN FRANCISCO,MR/LWAL+DNO/HEX:2,95.5
AREA # 0106,SAN FRANCISCO,MR/LWAL+DNO/HEX:3,0.4
AREA # 0106,SAN FRANCISCO,MR/LWAL+DUC/HEX:1,187.5
AREA # 0106,SAN FRANCISCO,MR/LWAL+DUC/HEX:2,187.0
AREA # 0106,SAN FRANCISCO,MR/LWAL+DUC/HEX:3,95.3
AREA # 0106,SAN FRANCISCO,MUR+ADO/LWAL+DNO/HEX:1,12.0
AREA # 0106,SAN FRANCISCO,MUR+ADO/LWAL+DNO/HEX:2,2.0
AREA # 0106,SAN FRANCISCO,MUR+ST/LWAL+DNO/HEX:1,21.0
AREA # 0106,SAN FRANCISCO,MUR/LWAL+DNO/HEX:1,55.9
AREA # 0106,SAN FRANCISCO,MUR/LWAL+DNO/HEX:2,3.9
AREA # 0106,SAN FRANCISCO,UNK/HEX:1,10.0
AREA # 0106,SAN FRANCISCO,W+WLI/LDUAL+DNO/HEX:1,94.3
AREA # 0106,SAN FRANCISCO,W+WLI/LDUAL+DNO/HEX:2,16.6
AREA # 0106,SAN FRANCISCO,W+WS/LPB+DNO/HEX:1,21.6
AREA # 0106,SAN FRANCISCO,W+WS/LPB+DNO/HEX:2,2.4
AREA # 0106,SAN FRANCISCO,W+WWD/LWAL+DNO/HEX:1,1.0
AREA # 0107,TELA,"CR/LDUAL+DUC/HBET:6,10",378.4
AREA # 0107,TELA,CR/LFINF+DNO/HEX:2,739.8
AREA # 0107,TELA,CR/LFINF+DNO/HEX:3,731.7
AREA # 0107,TELA,CR/LFINF+DNO/HEX:4,731.7
AREA # 0107,TELA,CR/LFINF+DNO/HEX:5,439.0
AREA # 0107,TELA,CR/LFINF+DUC/HEX:2,214.2
AREA # 0107,TELA,CR/LFINF+DUC/HEX:3,428.4
AREA # 0107,TELA,CR/LFINF+DUC/HEX:4,214.2
AREA # 0107,TELA,CR/LFINF+DUC/HEX:5,128.5
AREA # 0107,TELA,MCF/LWAL+DNO/HEX:1,731.7
AREA # 0107,TELA,MCF/LWAL+DNO/HEX:2,365.8
AREA # 0107,TELA,MCF/LWAL+DNO/HEX:3,365.8
AREA # 0107,TELA,MCF/LWAL+DUC/HEX:1,535.5
AREA # 0107,TELA,MCF/LWAL+DUC/HEX:2,321.3
AREA # 0107,TELA,MCF/LWAL+DUC/HEX:3,107.1
AREA # 0107,TELA,MR/LWAL+DNO/HEX:1,777.1
AREA # 0107,TELA,MR/LWAL+DNO/HEX:2,400.5
AREA # 0107,TELA,MR/LWAL+DNO/HEX:3,7.8
AREA # 0107,TELA,MR/LWAL+DUC/HEX:1,786.3
AREA # 0107,TELA,MR/LWAL+DUC/HEX:2,769.7
AREA # 0107,TELA,MR/LWAL+DUC/HEX:3,399.9
AREA # 0107,TELA,MUR+ADO/LWAL+DNO/HEX:1,152.2
AREA # 0107,TELA,MUR+ADO/LWAL+DNO/HEX:2,24.8
AREA # 0107,TELA,MUR+ST/LWAL+DNO/HEX:1,132.0
AREA # 0107,TELA,MUR/LWAL+DNO/HEX:1,287.6
AREA # 0107,TELA,MUR/LWAL+DNO/HEX:2,30.9
AREA # 0107,TELA,UNK/HEX:1,160.0
AREA # 0107,TELA,W+WLI/LDUAL+DNO/HEX:1,1125.4
AREA # 0107,TELA,W+WLI/LDUAL+DNO/HEX:2,198.6
AREA # 0107,TELA,W+WS/LPB+DNO/HEX:1,153.0
AREA # 0107,TELA,W+WS/LPB+DNO/HEX:2,17.0
AREA # 0107,TELA,W+WWD/LWAL+DNO/HEX:1,17.0
AREA # 0108,ARIZONA,"CR/LDUAL+DUC/HBET:6,10",82.4
AREA # 0108,ARIZONA,CR/LFINF+DNO/HEX:2,161.9
AREA # 0108,ARIZONA,CR/LFINF+DNO/HEX:3,160.3
AREA # 0108,ARIZONA,CR/LFINF+DNO/HEX:4,160.3
AREA # 0108,ARIZONA,CR/LFINF+DNO/HEX:5,96.2
AREA # 0108,ARIZONA,CR/LFINF+DUC/HEX:2,45.6
AREA # 0108,ARIZONA,CR/LFINF+DUC/HEX:3,91.2
AREA # 0108,ARIZONA,CR/LFINF+DUC/HEX:4,45.6
AREA # 0108,ARIZONA,CR/LFINF+DUC/HEX:5,27.4
AREA # 0108,ARIZONA,MCF/LWAL+DNO/HEX:1,160.3
AREA # 0108,ARIZONA,MCF/LWAL+DNO/HEX:2,80.2
AREA # 0108,ARIZONA,MCF/LWAL+DNO/HEX:3,80.2
AREA # 0108,ARIZONA,MCF/LWAL+DUC/HEX:1,114.0
AREA # 0108,ARIZONA,MCF/LWAL+DUC/HEX:2,68.4
AREA # 0108,ARIZONA,MCF/LWAL+DUC/HEX:3,22.8
AREA # 0108,ARIZONA,MR/LWAL+DNO/HEX:1,168.4
AREA # 0108,ARIZONA,MR/LWAL+DNO/HEX:2,86.5
AREA # 0108,ARIZONA,MR/LWAL+DNO/HEX:3,1.0
AREA # 0108,ARIZONA,MR/LWAL+DUC/HEX:1,167.4
AREA # 0108,ARIZONA,MR/LWAL+DUC/HEX:2,166.1
AREA # 0108,ARIZONA,MR/LWAL+DUC/HEX:3,85.9
AREA # 0108,ARIZONA,MUR+ADO/LWAL+DNO/HEX:1,86.2
AREA # 0108,ARIZONA,MUR+ADO/LWAL+DNO/HEX:2,14.8
AREA # 0108,ARIZONA,MUR+ST/LWAL+DNO/HEX:1,9.0
AREA # 0108,ARIZONA,MUR/LWAL+DNO/HEX:1,63.5
AREA # 0108,ARIZONA,MUR/LWAL+DNO/HEX:2,5.8
AREA # 0108,ARIZONA,UNK/HEX:1,25.0
AREA # 0108,ARIZONA,W+WLI/LDUAL+DNO/HEX:1,208.2
AREA # 0108,ARIZONA,W+WLI/LDUAL+DNO/HEX:2,36.7
AREA # 0108,ARIZONA,W+WS/LPB+DNO/HEX:1,18.9
AREA # 0108,ARIZONA,W+WS/LPB+DNO/HEX:2,2.1
AREA # 0108,ARIZONA,W+WWD/LWAL+DNO/HEX:1,4.0
AREA # 0201,TRUJILLO,"CR/LDUAL+DUC/HBET:6,10",156.8
AREA # 0201,TRUJILLO,CR/LFINF+DNO/HEX:2,328.1
AREA # 0201,TRUJILLO,CR/LFINF+DNO/HEX:3,322.0
AREA # 0201,TRUJILLO,CR/LFINF+DNO/HEX:4,322.0
AREA # 0201,TRUJILLO,CR/LFINF+DNO/HEX:5,193.2
AREA # 0201,TRUJILLO,CR/LFINF+DUC/HEX:2,70.0
AREA # 0201,TRUJILLO,CR/LFINF+DUC/HEX:3,140.0
AREA # 0201,TRUJILLO,CR/LFINF+DUC/HEX:4,70.0
AREA # 0201,TRUJILLO,CR/LFINF+DUC/HEX:5,42.0
AREA # 0201,TRUJILLO,MCF/LWAL+DNO/HEX:1,322.0
AREA # 0201,TRUJILLO,MCF/LWAL+DNO/HEX:2,161.0
AREA # 0201,TRUJILLO,MCF/LWAL+DNO/HEX:3,161.0
